"folio","fpago","almacen","fechatt","cliente","importe","serie","hora","agente","sucursal","id"
"535,205","C","03","2023-01-08","MOSTRADOR","249","TME","09:46:14","14","ME","295543"
"535,206","C","03","2023-01-08","MOSTRADOR","102","TME","09:47:25","719","ME","295544"
"202,166","C","29","2023-01-08","MOSTRADOR","119","TGZ","09:48:58","574","GZAMO","295545"
"535,207","C","03","2023-01-08","MOSTRADOR","111","TME","09:48:40","743","ME","295546"
"395,394","C","06","2023-01-08","MOSTRADOR","256","TTP","09:53:20","773","TL","295547"
"535,208","C","03","2023-01-08","MOSTRADOR","200","TME","09:48:46","719","ME","295548"
"492,328","C","19","2023-01-08","MOSTRADOR","103","TID","09:49:08","753","INDE","295549"
"535,209","C","03","2023-01-08","MOSTRADOR","65","TME","09:49:14","719","ME","295550"
"535,210","C","03","2023-01-08","MOSTRADOR","32","TME","09:50:10","743","ME","295551"
"338,467","C","25","2023-01-08","MOSTRADOR","12","TPA","09:50:29","156","PAPAN","295552"
"575,657","C","17","2023-01-08","MOSTRADOR","98","TMS","09:53:55","689","MISAN","295553"
"338,468","C","25","2023-01-08","MOSTRADOR","81","TPA","09:51:19","456","PAPAN","295554"
"17,318","C","29","2023-01-08","QUIMBIOTEC","103","3GZ","09:51:25","524","GZAMO","295555"
"492,329","C","19","2023-01-08","MOSTRADOR","19","TID","09:51:27","511","INDE","295556"
"338,469","C","25","2023-01-08","MOSTRADOR","31","TPA","09:52:01","711","PAPAN","295557"
"492,330","C","19","2023-01-08","MOSTRADOR","19","TID","09:51:44","511","INDE","295558"
"492,331","C","19","2023-01-08","MOSTRADOR","24","TID","09:53:15","753","INDE","295559"
"535,212","C","03","2023-01-08","MOSTRADOR","60","TME","09:54:02","743","ME","295560"
"535,214","C","03","2023-01-08","MOSTRADOR","433","TME","09:54:44","719","ME","295561"
"202,169","C","29","2023-01-08","MOSTRADOR","61","TGZ","09:54:17","574","GZAMO","295562"
"535,213","C","03","2023-01-08","MOSTRADOR","4","TME","09:54:35","14","ME","295563"
"575,658","C","17","2023-01-08","MOSTRADOR","24","TMS","09:55:12","689","MISAN","295564"
"535,216","C","03","2023-01-08","MOSTRADOR","16","TME","09:57:05","719","ME","295565"
"202,172","C","29","2023-01-08","MOSTRADOR","1","TGZ","10:06:20","574","GZAMO","295566"
"535,215","C","03","2023-01-08","MOSTRADOR","22","TME","09:56:55","743","ME","295567"
"202,170","C","29","2023-01-08","MOSTRADOR","819","TGZ","10:01:46","771","GZAMO","295568"
"575,659","C","17","2023-01-08","MOSTRADOR","36","TMS","09:56:57","689","MISAN","295569"
"338,470","C","25","2023-01-08","MOSTRADOR","57","TPA","09:57:26","777","PAPAN","295570"
"535,217","C","03","2023-01-08","MOSTRADOR","73","TME","09:57:38","743","ME","295571"
"535,219","C","03","2023-01-08","MOSTRADOR","18","TME","09:58:24","719","ME","295572"
"338,476","C","25","2023-01-08","MOSTRADOR","341","TPA","10:26:37","711","PAPAN","295573"
"575,661","C","17","2023-01-08","MOSTRADOR","63","TMS","10:01:46","689","MISAN","295574"
"535,218","C","03","2023-01-08","MOSTRADOR","105","TME","09:58:18","14","ME","295575"
"492,332","C","19","2023-01-08","MOSTRADOR","22","TID","09:58:03","511","INDE","295576"
"395,395","C","06","2023-01-08","MOSTRADOR","170","TTP","10:21:25","773","TL","295577"
"535,220","C","03","2023-01-08","MOSTRADOR","9","TME","09:59:49","719","ME","295578"
"492,333","C","19","2023-01-08","MOSTRADOR","12","TID","10:00:19","511","INDE","295579"
"492,333","C","19","2023-01-08","MOSTRADOR","26","TID","09:57:21","579","INDE","295580"
"575,660","C","17","2023-01-08","MOSTRADOR","43","TMS","10:00:57","161","MISAN","295581"
"338,472","C","25","2023-01-08","MOSTRADOR","206","TPA","10:18:02","456","PAPAN","295582"
"535,221","C","03","2023-01-08","MOSTRADOR","7","TME","10:00:42","14","ME","295583"
"492,334","C","19","2023-01-08","MOSTRADOR","105","TID","10:02:38","511","INDE","295584"
"535,224","C","03","2023-01-08","MOSTRADOR","153","TME","10:06:30","719","ME","295585"
"202,171","C","29","2023-01-08","MOSTRADOR","116","TGZ","10:02:13","574","GZAMO","295586"
"492,335","C","19","2023-01-08","MOSTRADOR","50","TID","10:03:11","753","INDE","295587"
"492,338","C","19","2023-01-08","MOSTRADOR","169","TID","10:04:55","579","INDE","295588"
"395,396","C","06","2023-01-08","MOSTRADOR","146","TTP","10:03:21","337","TL","295589"
"535,222","C","03","2023-01-08","MOSTRADOR","138","TME","10:02:58","719","ME","295590"
"575,662","C","17","2023-01-08","MOSTRADOR","187","TMS","10:03:46","689","MISAN","295591"
"492,336","C","19","2023-01-08","MOSTRADOR","376","TID","10:03:39","511","INDE","295592"
"131,014","C","35","2023-01-08","SUCURSAL PAPANTLA 1","0","TS","10:04:02","509","SUPP","295593"
"395,400","C","06","2023-01-08","MOSTRADOR","360","TTP","10:14:50","337","TL","295594"
"131,014","C","25","2023-01-08",,"0","TS","10:04:01","509","SUPP","295595"
"492,337","C","19","2023-01-08","MOSTRADOR","27","TID","10:04:32","753","INDE","295596"
"575,663","C","17","2023-01-08","MOSTRADOR","14","TMS","10:04:28","161","MISAN","295597"
"492,339","C","19","2023-01-08","MOSTRADOR","95","TID","10:05:58","579","INDE","295598"
"535,223","C","03","2023-01-08","MOSTRADOR","34","TME","10:05:34","719","ME","295599"
"492,342","C","19","2023-01-08","MOSTRADOR","39","TID","10:13:49","511","INDE","295600"
"395,397","C","06","2023-01-08","MOSTRADOR","120","TTP","10:06:45","18","TL","295601"
"202,173","C","29","2023-01-08","MOSTRADOR","26","TGZ","10:07:02","524","GZAMO","295602"
"492,340","C","19","2023-01-08","MOSTRADOR","43","TID","10:08:56","753","INDE","295603"
"202,174","K","29","2023-01-08","MOSTRADOR","475","TGZ","10:10:49","574","GZAMO","295604"
"535,225","C","03","2023-01-08","MOSTRADOR","64","TME","10:08:44","719","ME","295605"
"535,263","C","03","2023-01-08","MOSTRADOR","128","TME","10:56:48","743","ME","295606"
"395,399","C","06","2023-01-08","MOSTRADOR","111","TTP","10:12:36","18","TL","295607"
"535,226","C","03","2023-01-08","MOSTRADOR","278","TME","10:10:54","719","ME","295608"
"202,209","C","29","2023-01-08","MOSTRADOR","98","TGZ","11:39:34","524","GZAMO","295609"
"535,229","C","03","2023-01-08","MOSTRADOR","113","TME","10:13:04","14","ME","295610"
"535,228","C","03","2023-01-08","MOSTRADOR","29","TME","10:12:00","743","ME","295611"
"492,341","C","19","2023-01-08","MOSTRADOR","31","TID","10:13:28","579","INDE","295612"
"535,231","C","03","2023-01-08","MOSTRADOR","50","TME","10:15:55","14","ME","295613"
"535,230","C","03","2023-01-08","MOSTRADOR","428","TME","10:15:19","719","ME","295614"
"575,664","C","17","2023-01-08","MOSTRADOR","196","TMS","10:09:37","689","MISAN","295615"
"535,235","C","03","2023-01-08","MOSTRADOR","28","TME","10:22:00","14","ME","295616"
"202,176","C","29","2023-01-08","MOSTRADOR","326","TGZ","10:20:08","574","GZAMO","295617"
"338,473","C","25","2023-01-08","MOSTRADOR","101","TPA","10:19:05","711","PAPAN","295618"
"202,175","C","29","2023-01-08","MOSTRADOR","18","TGZ","10:19:45","771","GZAMO","295619"
"535,232","C","03","2023-01-08","MOSTRADOR","40","TME","10:16:34","719","ME","295620"
"575,664","C","17","2023-01-08","MOSTRADOR","196","TMS","10:16:54","689","MISAN","295621"
"535,233","C","03","2023-01-08","MOSTRADOR","29","TME","10:17:24","14","ME","295622"
"492,343","C","19","2023-01-08","MOSTRADOR","20","TID","10:18:44","579","INDE","295623"
"68,627","C","35","2023-01-08","MOSTRADOR","157","TPP","11:03:15","509","PAPA2","295624"
"10,573","K","03","2023-01-08","MOSTRADOR","853","3MD","10:33:16","14","ME","295625"
"9,481","C","19","2023-01-08","GERARDO ENRIQUE BARRAGAN ALEJO","385","3ID","10:19:36","511","INDE","295626"
"575,665","C","17","2023-01-08","MOSTRADOR","145","TMS","10:19:12","161","MISAN","295627"
"492,344","C","19","2023-01-08","MOSTRADOR","39","TID","10:19:49","579","INDE","295628"
"395,401","C","06","2023-01-08","MOSTRADOR","39","TTP","10:20:43","18","TL","295629"
"338,475","C","25","2023-01-08","MOSTRADOR","134","TPA","10:21:11","456","PAPAN","295630"
"535,234","C","03","2023-01-08","MOSTRADOR","8","TME","10:21:38","719","ME","295631"
"68,622","C","35","2023-01-08","MOSTRADOR","26","TPP","10:20:20","759","PAPA2","295632"
"338,474","C","25","2023-01-08","MOSTRADOR","19","TPA","10:20:15","711","PAPAN","295633"
"575,667","K","17","2023-01-08","MOSTRADOR","409","TMS","10:29:46","689","MISAN","295634"
"202,177","C","29","2023-01-08","MOSTRADOR","155","TGZ","10:27:06","574","GZAMO","295635"
"492,345","C","19","2023-01-08","MOSTRADOR","65","TID","10:21:01","579","INDE","295636"
"535,238","C","03","2023-01-08","MOSTRADOR","34","TME","10:24:01","743","ME","295637"
"535,236","C","03","2023-01-08","MOSTRADOR","46","TME","10:22:50","719","ME","295638"
"535,237","C","03","2023-01-08","MOSTRADOR","96","TME","10:23:32","14","ME","295639"
"395,402","C","06","2023-01-08","MOSTRADOR","245","TTP","10:19:42","773","TL","295640"
"492,346","C","19","2023-01-08","MOSTRADOR","91","TID","10:25:10","579","INDE","295641"
"12,102","C","17","2023-01-08","MOSTRADOR","3","3MS","10:25:24","161","MISAN","295642"
"395,407","C","06","2023-01-08","MOSTRADOR","86","TTP","10:37:01","337","TL","295643"
"338,477","C","25","2023-01-08","MOSTRADOR","194","TPA","10:28:26","777","PAPAN","295644"
"202,178","C","29","2023-01-08","MOSTRADOR","184","TGZ","10:27:39","771","GZAMO","295645"
"492,347","C","19","2023-01-08","MOSTRADOR","34","TID","10:28:06","511","INDE","295646"
"575,666","C","17","2023-01-08","MOSTRADOR","34","TMS","10:25:57","161","MISAN","295647"
"535,239","C","03","2023-01-08","MOSTRADOR","5","TME","10:26:52","719","ME","295648"
"395,402","C","06","2023-01-08","MOSTRADOR","254","TTP","10:27:04","773","TL","295649"
"131,015","C","35","2023-01-08","SUCURSAL PAPANTLA 1","0","TS","10:27:27","509","SUPP","295650"
"131,015","C","25","2023-01-08",,"0","TS","10:27:27","509","SUPP","295651"
"202,179","C","29","2023-01-08","MOSTRADOR","207","TGZ","10:31:01","574","GZAMO","295652"
"535,240","C","03","2023-01-08","MOSTRADOR","235","TME","10:31:17","14","ME","295653"
"338,481","C","25","2023-01-08","MOSTRADOR","4","TPA","10:35:58","456","PAPAN","295654"
"535,242","C","03","2023-01-08","MOSTRADOR","239","TME","10:34:49","743","ME","295655"
"338,479","C","25","2023-01-08","MOSTRADOR","46","TPA","10:31:16","777","PAPAN","295656"
"16,253","C","06","2023-01-08","MOSTRADOR","0","3TP","10:29:47","18","TL","295657"
"492,348","C","19","2023-01-08","MOSTRADOR","289","TID","10:30:32","579","INDE","295658"
"338,478","C","25","2023-01-08","MOSTRADOR","51","TPA","10:30:48","711","PAPAN","295659"
"395,403","C","06","2023-01-08","MOSTRADOR","237","TTP","10:31:18","774","TL","295660"
"395,403","C","06","2023-01-08","MOSTRADOR","1","TTP","10:25:46","18","TL","295661"
"202,180","C","29","2023-01-08","MOSTRADOR","125","TGZ","10:33:04","771","GZAMO","295662"
"16,254","K","06","2023-01-08","MOSTRADOR","0","3TP","10:32:15","18","TL","295663"
"492,350","C","19","2023-01-08","MOSTRADOR","36","TID","10:32:22","753","INDE","295664"
"395,408","C","06","2023-01-08","MOSTRADOR","95","TTP","10:38:21","773","TL","295665"
"492,349","C","19","2023-01-08","MOSTRADOR","16","TID","10:31:37","579","INDE","295666"
"492,351","C","19","2023-01-08","MOSTRADOR","18","TID","10:32:42","579","INDE","295667"
"338,480","C","25","2023-01-08","MOSTRADOR","86","TPA","10:33:06","508","PAPAN","295668"
"575,668","C","17","2023-01-08","MOSTRADOR","203","TMS","10:32:51","161","MISAN","295669"
"492,353","C","19","2023-01-08","MOSTRADOR","25","TID","10:34:13","753","INDE","295670"
"16,255","K","06","2023-01-08","MOSTRADOR","0","3TP","10:33:53","18","TL","295671"
"202,181","C","29","2023-01-08","MOSTRADOR","38","TGZ","10:33:16","574","GZAMO","295672"
"492,352","C","19","2023-01-08","MOSTRADOR","15","TID","10:33:15","579","INDE","295673"
"575,669","C","17","2023-01-08","MOSTRADOR","30","TMS","10:33:17","161","MISAN","295674"
"395,404","C","06","2023-01-08","MOSTRADOR","191","TTP","10:33:38","308","TL","295675"
"575,671","C","17","2023-01-08","MOSTRADOR","65","TMS","10:34:43","161","MISAN","295676"
"575,670","C","17","2023-01-08","MOSTRADOR","25","TMS","10:34:15","161","MISAN","295677"
"535,241","C","03","2023-01-08","MOSTRADOR","211","TME","10:34:27","743","ME","295678"
"492,354","C","19","2023-01-08","MOSTRADOR","100","TID","10:34:35","579","INDE","295679"
"202,184","C","29","2023-01-08","MOSTRADOR","135","TGZ","10:45:03","771","GZAMO","295680"
"492,355","C","19","2023-01-08","MOSTRADOR","24","TID","10:35:13","753","INDE","295681"
"395,405","K","06","2023-01-08","MOSTRADOR","0","TTP","10:35:13","18","TL","295682"
"202,182","C","29","2023-01-08","MOSTRADOR","50","TGZ","10:41:03","524","GZAMO","295683"
"535,243","C","03","2023-01-08","MOSTRADOR","14","TME","10:35:40","743","ME","295684"
"535,244","C","03","2023-01-08","MOSTRADOR","31","TME","10:36:47","14","ME","295685"
"535,247","C","03","2023-01-08","MOSTRADOR","25","TME","10:41:36","719","ME","295686"
"535,246","C","03","2023-01-08","MOSTRADOR","5","TME","10:37:41","719","ME","295687"
"68,624","C","35","2023-01-08","MOSTRADOR","36","TPP","10:52:02","759","PAPA2","295688"
"575,673","C","17","2023-01-08","MOSTRADOR","324","TMS","10:40:13","689","MISAN","295689"
"395,406","C","06","2023-01-08","MOSTRADOR","38","TTP","10:36:40","308","TL","295690"
"338,482","K","25","2023-01-08","MOSTRADOR","461","TPA","10:46:08","711","PAPAN","295691"
"492,356","C","19","2023-01-08","MOSTRADOR","32","TID","10:37:23","579","INDE","295692"
"535,245","C","03","2023-01-08","MOSTRADOR","61","TME","10:37:33","743","ME","295693"
"492,358","C","19","2023-01-08","MOSTRADOR","10","TID","10:38:40","753","INDE","295694"
"492,357","C","19","2023-01-08","MOSTRADOR","39","TID","10:38:05","579","INDE","295695"
"395,408","C","06","2023-01-08","MOSTRADOR","6","TTP","10:34:47","308","TL","295696"
"575,672","C","17","2023-01-08","MOSTRADOR","0","TMS","10:39:30","161","MISAN","295697"
"395,408","C","06","2023-01-08","MOSTRADOR","1","TTP","10:43:51","308","TL","295698"
"131,016","C","35","2023-01-08","SUCURSAL PAPANTLA 1","0","TS","10:38:59","509","SUPP","295699"
"535,253","K","03","2023-01-08","MOSTRADOR","810","TME","10:44:45","719","ME","295700"
"395,408","C","06","2023-01-08","MOSTRADOR","518","TTP","10:37:43","337","TL","295701"
"492,358","C","19","2023-01-08","MOSTRADOR","11","TID","10:36:28","579","INDE","295702"
"131,016","C","25","2023-01-08",,"0","TS","10:38:59","509","SUPP","295703"
"492,359","C","19","2023-01-08","MOSTRADOR","42","TID","10:40:32","579","INDE","295704"
"395,429","C","06","2023-01-08","MOSTRADOR","22","TTP","11:26:34","337","TL","295705"
"395,409","C","06","2023-01-08","MOSTRADOR","1","TTP","10:40:15","308","TL","295706"
"492,363","C","19","2023-01-08","MOSTRADOR","39","TID","10:43:10","579","INDE","295707"
"492,360","C","19","2023-01-08","MOSTRADOR","11","TID","10:42:03","579","INDE","295708"
"575,674","C","17","2023-01-08","MOSTRADOR","27","TMS","10:42:46","689","MISAN","295709"
"492,361","C","19","2023-01-08","MOSTRADOR","8","TID","10:42:30","511","INDE","295710"
"535,248","C","03","2023-01-08","MOSTRADOR","20","TME","10:42:24","14","ME","295711"
"202,183","C","29","2023-01-08","MOSTRADOR","72","TGZ","10:42:55","574","GZAMO","295712"
"68,634","C","35","2023-01-08","MOSTRADOR","22","TPP","11:22:28","759","PAPA2","295713"
"492,365","C","19","2023-01-08","MOSTRADOR","42","TID","10:44:15","579","INDE","295714"
"535,249","C","03","2023-01-08","MOSTRADOR","46","TME","10:43:22","14","ME","295715"
"492,362","C","19","2023-01-08","MOSTRADOR","705","TID","10:42:52","511","INDE","295716"
"395,409","C","06","2023-01-08","MOSTRADOR","3","TTP","10:43:11","773","TL","295717"
"575,675","C","17","2023-01-08","MOSTRADOR","26","TMS","10:43:59","689","MISAN","295718"
"535,251","C","03","2023-01-08","MOSTRADOR","159","TME","10:44:14","743","ME","295719"
"535,250","C","03","2023-01-08","MOSTRADOR","46","TME","10:43:36","14","ME","295720"
"395,410","C","06","2023-01-08","MOSTRADOR","15","TTP","10:44:12","773","TL","295721"
"492,364","C","19","2023-01-08","MOSTRADOR","96","TID","10:44:11","579","INDE","295722"
"492,367","C","19","2023-01-08","MOSTRADOR","185","TID","10:46:21","753","INDE","295723"
"338,486","C","25","2023-01-08","MOSTRADOR","12","TPA","10:57:36","777","PAPAN","295724"
"535,252","C","03","2023-01-08","MOSTRADOR","35","TME","10:44:37","14","ME","295725"
"492,366","C","19","2023-01-08","MOSTRADOR","317","TID","10:45:42","579","INDE","295726"
"535,255","C","03","2023-01-08","MOSTRADOR","68","TME","10:49:08","743","ME","295727"
"492,366","C","19","2023-01-08","MOSTRADOR","410","TID","10:43:13","579","INDE","295728"
"338,483","C","25","2023-01-08","MOSTRADOR","24","TPA","10:46:41","456","PAPAN","295729"
"395,411","C","06","2023-01-08","MOSTRADOR","26","TTP","10:48:09","773","TL","295730"
"535,261","C","03","2023-01-08","MOSTRADOR","317","TME","10:55:56","719","ME","295731"
"575,676","C","17","2023-01-08","MOSTRADOR","25","TMS","10:46:23","67","MISAN","295732"
"202,185","C","29","2023-01-08","MOSTRADOR","133","TGZ","10:46:42","524","GZAMO","295733"
"338,484","C","25","2023-01-08","MOSTRADOR","163","TPA","10:49:50","508","PAPAN","295734"
"575,677","C","17","2023-01-08","MOSTRADOR","71","TMS","10:47:06","67","MISAN","295735"
"575,678","C","17","2023-01-08","MOSTRADOR","32","TMS","10:47:44","689","MISAN","295736"
"202,186","C","29","2023-01-08","MOSTRADOR","103","TGZ","10:47:28","771","GZAMO","295737"
"575,679","C","17","2023-01-08","MOSTRADOR","55","TMS","10:53:15","689","MISAN","295738"
"492,368","C","19","2023-01-08","MOSTRADOR","327","TID","10:48:25","753","INDE","295739"
"535,254","C","03","2023-01-08","MOSTRADOR","27","TME","10:48:41","14","ME","295740"
"395,412","C","06","2023-01-08","MOSTRADOR","341","TTP","10:48:50","18","TL","295741"
"338,485","C","25","2023-01-08","MOSTRADOR","139","TPA","10:56:16","777","PAPAN","295742"
"16,256","T","06","2023-01-08","MOSTRADOR","1","3TP","10:55:42","308","TL","295743"
"395,413","C","06","2023-01-08","MOSTRADOR","19","TTP","10:49:40","773","TL","295744"
"395,414","C","06","2023-01-08","MOSTRADOR","84","TTP","10:50:23","18","TL","295745"
"535,256","C","03","2023-01-08","MOSTRADOR","11","TME","10:50:22","14","ME","295746"
"492,371","C","19","2023-01-08","MOSTRADOR","54","TID","10:50:52","511","INDE","295747"
"492,369","C","19","2023-01-08","MOSTRADOR","429","TID","10:50:17","511","INDE","295748"
"395,415","C","06","2023-01-08","MOSTRADOR","130","TTP","10:50:56","773","TL","295749"
"202,187","C","29","2023-01-08","MOSTRADOR","21","TGZ","10:54:23","574","GZAMO","295750"
"492,370","C","19","2023-01-08","MOSTRADOR","30","TID","10:50:39","753","INDE","295751"
"535,257","C","03","2023-01-08","MOSTRADOR","13","TME","10:50:45","14","ME","295752"
"395,416","C","06","2023-01-08","MOSTRADOR","101","TTP","10:51:35","18","TL","295753"
"535,258","C","03","2023-01-08","MOSTRADOR","159","TME","10:51:18","14","ME","295754"
"492,372","C","19","2023-01-08","MOSTRADOR","60","TID","10:51:51","753","INDE","295755"
"535,259","C","03","2023-01-08","MOSTRADOR","13","TME","10:51:43","14","ME","295756"
"535,260","C","03","2023-01-08","MOSTRADOR","116","TME","10:52:05","14","ME","295757"
"535,262","C","03","2023-01-08","MOSTRADOR","132","TME","10:56:15","719","ME","295758"
"492,374","C","19","2023-01-08","MOSTRADOR","63","TID","10:54:12","753","INDE","295759"
"492,373","C","19","2023-01-08","MOSTRADOR","96","TID","10:53:41","579","INDE","295760"
"395,418","C","06","2023-01-08","MOSTRADOR","561","TTP","11:01:47","774","TL","295761"
"492,387","C","19","2023-01-08","MOSTRADOR","36","TID","11:18:34","511","INDE","295762"
"68,625","W","35","2023-01-08","MOSTRADOR","170","TPP","10:54:20","759","PAPA2","295763"
"492,376","C","19","2023-01-08","MOSTRADOR","154","TID","10:54:43","579","INDE","295764"
"338,487","C","25","2023-01-08","MOSTRADOR","95","TPA","10:58:43","508","PAPAN","295765"
"492,375","C","19","2023-01-08","MOSTRADOR","159","TID","10:54:32","753","INDE","295766"
"492,377","C","19","2023-01-08","MOSTRADOR","96","TID","10:54:55","753","INDE","295767"
"575,680","C","17","2023-01-08","MOSTRADOR","42","TMS","10:55:14","689","MISAN","295768"
"202,188","C","29","2023-01-08","MOSTRADOR","102","TGZ","11:00:01","771","GZAMO","295769"
"492,378","C","19","2023-01-08","MOSTRADOR","10","TID","10:55:52","753","INDE","295770"
"492,381","C","19","2023-01-08","MOSTRADOR","804","TID","11:03:26","511","INDE","295771"
"575,681","C","17","2023-01-08","MOSTRADOR","1","TMS","10:56:12","161","MISAN","295772"
"68,626","C","35","2023-01-08","MOSTRADOR","260","TPP","10:57:05","759","PAPA2","295773"
"338,488","C","25","2023-01-08","MOSTRADOR","70","TPA","11:02:20","777","PAPAN","295774"
"535,267","C","03","2023-01-08","MOSTRADOR","87","TME","10:58:37","719","ME","295775"
"202,190","C","29","2023-01-08","MOSTRADOR","402","TGZ","11:06:28","771","GZAMO","295776"
"535,264","C","03","2023-01-08","MOSTRADOR","15","TME","10:57:42","743","ME","295777"
"575,682","C","17","2023-01-08","MOSTRADOR","50","TMS","10:57:48","689","MISAN","295778"
"575,683","C","17","2023-01-08","MOSTRADOR","34","TMS","10:57:51","161","MISAN","295779"
"535,265","C","03","2023-01-08","MOSTRADOR","46","TME","10:57:58","743","ME","295780"
"395,419","C","06","2023-01-08","MOSTRADOR","38","TTP","11:02:20","18","TL","295781"
"535,266","C","03","2023-01-08","MOSTRADOR","19","TME","10:58:14","743","ME","295782"
"338,491","C","25","2023-01-08","MOSTRADOR","100","TPA","11:03:54","156","PAPAN","295783"
"10,574","C","03","2023-01-08","ELOY MANTEROLA RUMILLA","112","3MD","11:02:28","719","ME","295784"
"395,417","C","06","2023-01-08","MOSTRADOR","97","TTP","10:59:47","308","TL","295785"
"535,268","C","03","2023-01-08","MOSTRADOR","5","TME","11:00:10","719","ME","295786"
"535,270","C","03","2023-01-08","MOSTRADOR","56","TME","11:02:31","743","ME","295787"
"575,684","C","17","2023-01-08","MOSTRADOR","43","TMS","11:00:01","161","MISAN","295788"
"202,189","K","29","2023-01-08","MOSTRADOR","1","TGZ","11:05:00","574","GZAMO","295789"
"68,630","C","35","2023-01-08","MOSTRADOR","441","TPP","11:10:49","758","PAPA2","295790"
"492,379","C","19","2023-01-08","MOSTRADOR","13","TID","11:00:50","579","INDE","295791"
"535,269","C","03","2023-01-08","MOSTRADOR","78","TME","11:00:57","719","ME","295792"
"492,380","C","19","2023-01-08","MOSTRADOR","0","TID","11:02:56","579","INDE","295793"
"338,489","K","25","2023-01-08","MOSTRADOR","509","TPA","11:03:12","508","PAPAN","295794"
"575,685","C","17","2023-01-08","MOSTRADOR","63","TMS","11:03:14","161","MISAN","295795"
"338,490","C","25","2023-01-08","MOSTRADOR","16","TPA","11:03:33","777","PAPAN","295796"
"492,382","W","19","2023-01-08","MOSTRADOR","48","TID","11:04:21","579","INDE","295797"
"395,420","C","06","2023-01-08","MOSTRADOR","19","TTP","11:03:38","337","TL","295798"
"338,492","C","25","2023-01-08","MOSTRADOR","678","TPA","11:04:13","456","PAPAN","295799"
"338,495","W","25","2023-01-08","MOSTRADOR","306","TPA","11:08:37","777","PAPAN","295800"
"575,687","C","17","2023-01-08","MOSTRADOR","20","TMS","11:06:23","161","MISAN","295801"
"535,271","C","03","2023-01-08","MOSTRADOR","236","TME","11:05:46","719","ME","295802"
"68,628","C","35","2023-01-08","MOSTRADOR","8","TPP","11:04:36","509","PAPA2","295803"
"338,493","C","25","2023-01-08","MOSTRADOR","111","TPA","11:05:23","456","PAPAN","295804"
"575,686","C","17","2023-01-08","MOSTRADOR","38","TMS","11:06:16","161","MISAN","295805"
"492,383","C","19","2023-01-08","MOSTRADOR","54","TID","11:05:23","579","INDE","295806"
"68,629","C","35","2023-01-08","MOSTRADOR","365","TPP","11:07:07","736","PAPA2","295807"
"395,421","C","06","2023-01-08","MOSTRADOR","162","TTP","11:07:38","337","TL","295808"
"338,500","C","25","2023-01-08","MOSTRADOR","105","TPA","11:29:39","777","PAPAN","295809"
"395,422","C","06","2023-01-08","MOSTRADOR","175","TTP","11:08:53","18","TL","295810"
"202,191","C","29","2023-01-08","MOSTRADOR","151","TGZ","11:11:35","771","GZAMO","295811"
"492,384","C","19","2023-01-08","MOSTRADOR","830","TID","11:07:55","579","INDE","295812"
"338,494","C","25","2023-01-08","MOSTRADOR","51","TPA","11:07:10","156","PAPAN","295813"
"575,689","C","17","2023-01-08","MOSTRADOR","56","TMS","11:08:51","689","MISAN","295814"
"535,272","C","03","2023-01-08","MOSTRADOR","38","TME","11:09:45","14","ME","295815"
"575,688","C","17","2023-01-08","MOSTRADOR","165","TMS","11:08:13","161","MISAN","295816"
"338,496","C","25","2023-01-08","MOSTRADOR","452","TPA","11:09:01","711","PAPAN","295817"
"575,690","C","17","2023-01-08","MOSTRADOR","26","TMS","11:09:40","689","MISAN","295818"
"535,273","C","03","2023-01-08","MOSTRADOR","12","TME","11:10:42","719","ME","295819"
"395,423","C","06","2023-01-08","MOSTRADOR","454","TTP","11:13:31","337","TL","295820"
"492,384","C","19","2023-01-08","MOSTRADOR","55","TID","11:11:21","511","INDE","295821"
"535,275","C","03","2023-01-08","MOSTRADOR","107","TME","11:11:56","14","ME","295822"
"4,977","C","35","2023-01-08","GERARDO ADRIAN GARCIA PEREZ","404","3PP","11:16:08","758","PAPA2","295823"
"535,274","C","03","2023-01-08","MOSTRADOR","20","TME","11:11:26","719","ME","295824"
"202,192","C","29","2023-01-08","MOSTRADOR","42","TGZ","11:12:00","574","GZAMO","295825"
"338,499","C","25","2023-01-08","MOSTRADOR","94","TPA","11:20:56","777","PAPAN","295826"
"492,386","C","19","2023-01-08","MOSTRADOR","59","TID","11:17:26","753","INDE","295827"
"575,692","C","17","2023-01-08","MOSTRADOR","122","TMS","11:13:29","689","MISAN","295828"
"575,691","C","17","2023-01-08","MOSTRADOR","141","TMS","11:12:07","161","MISAN","295829"
"338,497","C","25","2023-01-08","MOSTRADOR","30","TPA","11:12:50","711","PAPAN","295830"
"492,385","C","19","2023-01-08","MOSTRADOR","22","TID","11:13:15","753","INDE","295831"
"395,424","C","06","2023-01-08","MOSTRADOR","34","TTP","11:13:31","774","TL","295832"
"535,278","C","03","2023-01-08","MOSTRADOR","300","TME","11:15:02","14","ME","295833"
"338,498","C","25","2023-01-08","MOSTRADOR","143","TPA","11:16:54","456","PAPAN","295834"
"395,425","C","06","2023-01-08","MOSTRADOR","34","TTP","11:10:33","774","TL","295835"
"202,193","C","29","2023-01-08","MOSTRADOR","1","TGZ","11:16:34","524","GZAMO","295836"
"535,277","C","03","2023-01-08","MOSTRADOR","62","TME","11:14:54","719","ME","295837"
"535,276","C","03","2023-01-08","MOSTRADOR","34","TME","11:14:48","14","ME","295838"
